Species,Average_Length_m,Maximum_Length_m,Average_Weight_kg,Maximum_Weight_kg,Lifespan_years,Swimming_Speed_kmh,Bite_Force_N,Gestation_Period_months,Number_of_Teeth,Diet_kg_per_week
Sand Tiger Shark,2.88,2.93,155.01,318.26,14,23.9,2820.38,9,218,54.0
Great White Shark,4.3,6.88,1007.05,2346.82,75,58.73,18297.67,12,271,210.0
Sand Tiger Shark,2.98,2.95,163.94,270.09,14,24.4,3256.63,8,191,48.26
Great White Shark,4.23,6.39,1021.3,2234.87,75,52.08,16359.7,11,321,195.14
Sand Tiger Shark,3.13,2.99,165.01,319.64,16,24.42,3144.04,8,181,45.48
Great White Shark,4.67,6.14,1093.23,2200.95,65,54.37,17252.87,12,305,203.32
Sand Tiger Shark,3.12,3.32,165.71,292.27,16,22.91,2797.62,8,182,53.01
Great White Shark,4.24,6.66,1081.81,2247.78,74,51.15,16886.83,11,315,192.22
Sand Tiger Shark,3.11,3.36,153.34,324.62,14,23.06,2753.15,9,189,46.27
Great White Shark,4.82,6.07,1077.53,2142.06,73,51.64,18707.97,11,317,200.75
Sand Tiger Shark,3.14,3.34,155.41,321.13,14,25.73,2737.0,9,210,54.51
Great White Shark,4.62,6.67,1102.27,2271.45,75,58.31,17531.71,13,276,206.43
Sand Tiger Shark,2.81,3.14,162.56,279.65,15,25.65,2961.11,8,204,52.46
Great White Shark,4.1,6.74,1201.41,1990.77,73,50.53,18063.88,10,287,215.21
Sand Tiger Shark,3.09,3.02,157.11,297.98,15,23.41,3162.59,9,198,53.23
Great White Shark,4.71,6.52,1129.28,2389.27,67,54.1,17547.67,13,277,186.18
Sand Tiger Shark,3.21,3.49,150.55,324.24,14,23.91,3227.52,8,185,47.65
Great White Shark,4.53,6.11,992.1,2312.62,64,61.56,18351.24,11,316,203.06
Sand Tiger Shark,2.81,3.47,175.11,319.02,13,23.99,2971.93,8,210,47.37
Great White Shark,4.88,6.83,1203.74,2199.7,65,51.49,17909.54,11,306,183.5
Sand Tiger Shark,2.89,3.47,171.65,310.27,15,25.75,2935.72,9,203,48.83
Great White Shark,4.51,6.33,1067.96,2272.93,72,52.04,19067.14,13,324,198.37
Sand Tiger Shark,3.08,3.35,169.67,312.14,14,23.14,2971.66,8,194,49.18
Great White Shark,4.58,6.86,1080.59,1992.64,74,60.97,17071.27,10,282,199.07
Sand Tiger Shark,2.81,3.24,163.63,295.86,13,22.25,2946.8,8,203,51.06
Great White Shark,4.08,6.3,1105.67,2201.43,65,58.76,18288.79,13,290,192.0
Sand Tiger Shark,3.01,3.1,154.52,294.86,13,24.85,3078.07,9,200,47.16
Great White Shark,4.23,6.19,1110.91,2405.96,71,50.88,16828.48,10,292,197.78
Sand Tiger Shark,2.95,3.51,169.86,299.21,15,22.6,3063.52,8,211,51.84
Great White Shark,4.42,6.7,1169.49,2283.37,73,56.98,19158.12,11,291,196.31
Sand Tiger Shark,2.94,3.2,158.97,285.0,14,26.11,3284.35,9,203,49.64
Great White Shark,4.36,5.77,1024.59,2121.36,75,60.58,17114.45,13,295,192.29
Sand Tiger Shark,2.87,2.96,157.96,284.61,15,24.38,2938.48,9,211,51.49
Great White Shark,4.74,6.52,1098.11,2310.73,76,50.42,16358.58,13,283,187.8
Sand Tiger Shark,2.73,3.39,170.12,318.76,16,22.87,2859.92,9,187,49.06
Great White Shark,4.67,5.86,1055.88,2052.29,65,57.09,19433.55,11,287,209.29
Sand Tiger Shark,3.29,2.99,157.48,314.52,16,24.05,3012.96,8,188,51.97
Great White Shark,4.76,6.39,1128.57,2134.06,75,58.12,16625.6,13,320,192.5
Sand Tiger Shark,2.96,3.03,158.54,318.06,13,24.8,2789.2,9,195,52.72
Great White Shark,4.72,6.9,1187.41,1999.13,76,52.93,19794.07,11,312,208.63
Sand Tiger Shark,3.16,3.16,159.65,289.81,16,22.06,2869.4,8,217,46.61
Great White Shark,4.92,6.4,1204.32,2202.72,72,56.41,17515.1,13,280,190.38
Sand Tiger Shark,3.22,3.11,154.57,309.98,14,23.07,3231.73,8,206,53.04
Great White Shark,4.77,6.19,1074.6,2051.87,65,59.35,19576.49,10,277,188.8
Sand Tiger Shark,2.74,3.18,148.29,271.03,14,25.56,2836.38,9,191,50.46
Great White Shark,4.27,5.89,1102.51,2192.94,69,60.8,17969.73,12,306,206.52
Sand Tiger Shark,2.75,3.01,168.7,278.47,15,21.97,3206.36,8,190,52.79
Great White Shark,4.58,6.53,1169.4,2397.09,76,50.76,16372.65,12,320,211.31
Sand Tiger Shark,2.89,3.28,152.26,284.78,13,23.59,2951.17,8,196,51.35
Great White Shark,4.88,6.13,1082.8,2114.15,73,52.17,17439.91,10,324,208.37
Sand Tiger Shark,3.29,3.52,159.51,313.26,16,24.93,3001.22,8,206,52.14
Great White Shark,4.34,6.16,1031.11,2316.68,64,60.61,19747.83,12,304,216.26
Sand Tiger Shark,3.18,3.49,174.61,317.43,15,22.87,2834.63,9,216,46.83
Great White Shark,4.22,6.87,1103.27,2040.1,77,52.94,18842.45,13,303,191.84
Sand Tiger Shark,3.08,3.32,169.0,323.84,13,23.69,3266.13,8,186,49.33
Great White Shark,4.24,6.69,1028.94,2067.73,69,57.55,17351.36,10,308,210.81
Sand Tiger Shark,3.1,3.16,161.02,303.28,16,22.34,3023.84,9,193,53.08
Great White Shark,4.71,6.78,1051.85,2041.4,66,52.0,18310.14,12,270,214.64
Sand Tiger Shark,2.87,3.0,164.88,272.82,13,22.56,3235.98,8,184,48.63
Great White Shark,4.68,6.9,1024.89,1991.18,64,51.91,17905.87,12,293,212.43
Sand Tiger Shark,3.05,3.5,156.67,270.0,16,23.32,2895.69,8,198,53.51
Great White Shark,4.37,6.5,1069.69,2356.58,66,55.94,18479.42,11,284,215.82
Sand Tiger Shark,3.25,2.93,146.13,298.34,13,21.79,3224.95,8,197,50.09
Great White Shark,4.7,6.53,1042.29,2217.34,70,52.14,17503.59,13,280,194.12
Sand Tiger Shark,3.05,3.41,175.75,271.16,13,24.24,2907.87,8,194,52.64
Great White Shark,4.18,6.36,1057.58,2220.84,66,61.49,18677.46,11,306,186.88
Sand Tiger Shark,2.77,3.03,164.55,327.53,14,22.42,2708.17,8,219,52.24
Great White Shark,4.32,6.76,1207.9,2227.1,72,52.63,17092.5,11,327,182.11
Sand Tiger Shark,3.26,2.98,151.56,311.97,14,24.8,3067.17,9,182,51.75
Great White Shark,4.68,6.78,1071.06,2226.91,63,55.69,18069.0,13,315,211.22
Sand Tiger Shark,3.12,3.2,166.34,275.13,16,24.15,2722.04,8,194,45.44
Great White Shark,4.84,5.82,1001.95,2301.53,72,60.44,17924.11,12,287,184.89
Sand Tiger Shark,2.81,3.46,144.66,313.23,16,22.0,2840.21,9,184,53.99
Great White Shark,4.8,5.79,1088.83,2253.62,76,51.92,18914.01,12,296,180.82
Sand Tiger Shark,2.94,3.38,154.36,322.13,16,23.32,3116.04,9,180,49.17
Great White Shark,4.49,6.35,1122.03,2243.78,77,58.49,19776.58,13,310,188.17
Sand Tiger Shark,2.88,3.22,170.31,290.23,13,24.56,3021.1,9,202,45.63
Great White Shark,4.59,6.56,1150.38,1998.8,70,61.39,17692.87,11,285,191.7
Sand Tiger Shark,3.23,3.34,174.32,320.29,16,21.88,2800.94,9,205,48.24
Great White Shark,4.53,6.34,1147.26,2028.93,66,60.99,16991.0,12,300,205.29
Sand Tiger Shark,2.92,2.98,160.31,320.83,13,25.04,3128.31,9,182,49.79
Great White Shark,4.67,6.7,1068.82,2006.53,67,61.08,17786.1,11,279,210.33
Sand Tiger Shark,3.21,2.91,150.69,308.98,14,24.99,2705.62,8,184,54.43
Great White Shark,4.57,6.1,1123.25,2378.11,71,61.44,17073.9,11,292,211.47
Sand Tiger Shark,3.19,3.41,148.96,271.75,15,25.11,3134.04,9,217,49.58
Great White Shark,4.81,5.97,1019.18,2153.15,77,52.57,19096.78,10,305,218.06
Sand Tiger Shark,2.88,3.12,149.25,274.86,16,24.22,3108.25,9,210,46.65
Great White Shark,4.29,6.11,1181.59,2276.56,64,60.65,18542.69,12,309,185.72
Sand Tiger Shark,3.21,3.48,156.53,320.77,13,25.97,2865.57,9,220,46.9
Great White Shark,4.28,6.91,1015.25,2108.66,66,50.64,18994.38,13,285,214.62
Sand Tiger Shark,3.23,3.05,169.67,291.44,14,21.75,2799.2,8,190,49.12
Great White Shark,4.29,6.75,1177.94,2223.24,73,54.28,16852.75,12,295,185.64
Sand Tiger Shark,3.01,3.4,145.09,317.63,15,26.29,2983.02,9,191,51.16
Great White Shark,4.57,6.31,1137.58,2359.82,73,61.32,17870.72,12,306,181.56
Sand Tiger Shark,2.96,3.41,167.38,309.97,14,21.95,3103.36,8,218,53.27
Great White Shark,4.08,6.31,1017.02,2120.45,65,56.34,18994.83,11,292,188.97
Sand Tiger Shark,2.82,3.45,157.12,295.49,15,22.66,3019.86,9,198,48.15
Great White Shark,4.8,5.85,1034.48,2186.35,75,60.55,18086.74,13,293,198.58
Sand Tiger Shark,2.9,3.09,147.52,324.84,14,23.63,3132.92,9,214,47.03
Great White Shark,4.22,6.19,1108.79,2135.46,64,55.73,19750.6,10,325,188.02
Sand Tiger Shark,3.08,2.91,157.27,290.93,13,25.85,3209.51,9,210,46.69
Great White Shark,4.62,6.83,1186.53,2323.81,73,51.78,17026.69,11,315,183.18
Sand Tiger Shark,2.86,2.97,163.26,302.91,13,23.7,2909.04,9,216,53.93
Great White Shark,4.43,5.91,1206.12,1999.21,76,56.78,19552.08,12,326,206.79
Sand Tiger Shark,3.03,3.03,167.83,294.58,16,26.07,3055.6,8,216,51.84
Great White Shark,4.92,6.46,1025.09,2029.05,75,51.14,18496.98,10,288,191.48
Sand Tiger Shark,3.14,2.99,161.11,273.27,15,24.21,3124.59,8,212,48.11
Great White Shark,4.18,5.89,1141.67,2405.88,68,52.46,17968.06,12,321,193.06
Sand Tiger Shark,2.75,3.08,151.5,272.51,16,25.23,3280.91,8,211,46.83
Great White Shark,4.33,5.87,1182.29,2244.77,67,60.94,19526.21,13,308,211.32
Sand Tiger Shark,2.96,3.23,148.53,290.45,13,23.6,2920.43,9,200,52.22
Great White Shark,4.45,5.82,991.11,2371.28,73,54.89,16321.69,13,320,196.81
Sand Tiger Shark,3.12,3.13,162.9,313.72,16,26.06,2746.18,8,207,51.56
Great White Shark,4.2,6.83,1073.12,2132.47,73,54.45,16319.96,10,305,180.82
Sand Tiger Shark,3.08,3.16,155.44,315.07,16,26.38,3005.77,9,219,54.94
Great White Shark,4.72,5.86,1093.79,1985.37,70,55.26,18068.93,10,328,195.14
Sand Tiger Shark,2.97,3.14,170.14,298.36,15,26.33,3241.19,8,183,51.3
Great White Shark,4.19,6.44,1029.12,1981.02,74,52.96,17635.39,11,278,209.71
Sand Tiger Shark,2.91,3.22,151.22,285.15,14,21.61,2895.3,9,208,48.18
Great White Shark,4.77,6.2,1072.01,2227.4,68,59.46,18163.85,13,311,219.51
Sand Tiger Shark,3.17,3.24,165.86,302.3,13,23.43,3270.34,9,219,54.61
Great White Shark,4.4,5.79,1081.99,2190.01,64,51.44,18028.08,12,313,199.09
Sand Tiger Shark,2.93,3.34,157.37,298.96,13,22.77,3019.38,9,188,48.36
Great White Shark,4.67,6.13,1147.14,2144.92,75,55.28,18452.08,10,305,183.54
Sand Tiger Shark,3.15,3.02,152.96,315.89,16,23.78,3257.08,8,213,45.25
Great White Shark,4.81,6.98,1183.18,2233.07,64,56.51,18316.29,12,322,188.13
Sand Tiger Shark,2.73,3.25,153.77,286.74,13,23.63,3244.41,8,193,49.82
Great White Shark,4.82,6.32,1139.64,2071.98,66,58.64,17441.71,13,326,185.91
Sand Tiger Shark,2.83,3.26,150.41,309.71,14,26.08,3222.82,9,192,45.82
Great White Shark,4.05,6.05,1153.27,2261.66,70,55.86,19165.87,10,281,217.59
Sand Tiger Shark,2.85,3.45,150.69,299.44,15,21.64,2919.94,9,203,46.47
Great White Shark,4.72,6.56,1161.42,2365.06,63,59.86,16881.11,11,304,200.32
Sand Tiger Shark,3.27,2.93,170.23,280.71,13,26.0,3024.48,9,192,54.26
Great White Shark,4.84,6.17,1056.21,2401.2,64,59.85,17044.99,11,274,205.48
Sand Tiger Shark,2.83,3.46,150.08,319.2,15,23.44,2845.45,9,207,50.3
Great White Shark,4.49,6.84,1122.41,1996.09,68,60.02,18625.69,12,271,180.13
Sand Tiger Shark,3.23,3.4,169.12,294.37,13,21.75,3011.83,8,220,50.39
Great White Shark,4.1,6.72,1043.81,2105.7,76,60.92,17582.71,13,313,199.07
Sand Tiger Shark,2.7,3.18,172.27,308.13,14,22.65,3117.09,9,191,54.19
Great White Shark,4.22,6.81,1209.84,2030.49,67,52.04,17586.83,12,275,189.13
Sand Tiger Shark,3.26,3.0,163.99,326.25,14,25.16,3143.91,8,212,45.36
Great White Shark,4.34,6.16,1077.56,2032.4,67,55.76,18072.74,10,276,214.21
Sand Tiger Shark,3.0,3.1,149.16,318.16,16,23.33,2854.9,8,181,46.71
Great White Shark,4.33,6.08,1071.18,2273.2,73,53.64,18170.67,13,302,209.78
Sand Tiger Shark,2.99,3.49,171.58,283.31,15,21.97,2736.87,8,182,50.29
Great White Shark,4.69,6.35,1045.23,2224.25,67,59.82,17338.63,11,312,195.36
Sand Tiger Shark,2.8,3.44,164.97,289.97,14,23.47,3021.96,9,195,53.19
Great White Shark,4.58,6.14,1096.64,2248.37,67,52.66,17153.59,11,300,213.44
Sand Tiger Shark,3.09,3.44,149.61,302.93,14,21.83,2802.61,8,194,48.68
Great White Shark,4.72,6.47,1125.49,2144.38,63,58.42,18689.36,13,283,181.74
Sand Tiger Shark,2.86,3.4,165.38,270.76,15,24.52,2745.47,9,190,53.11
Great White Shark,4.71,6.02,990.24,2309.26,69,60.18,16962.49,13,271,189.03
Sand Tiger Shark,2.97,3.39,166.21,279.55,16,23.8,3240.37,8,196,52.64
Great White Shark,4.77,6.92,1066.68,2139.54,63,56.36,18253.93,12,277,180.42
Sand Tiger Shark,2.73,3.15,159.18,323.26,15,22.21,2784.9,9,218,51.0
Great White Shark,4.15,6.66,1032.29,2246.06,75,53.11,19583.78,10,273,193.47
Sand Tiger Shark,2.85,2.94,157.91,326.28,15,25.71,3197.94,8,181,48.22
Great White Shark,4.89,6.53,1095.86,2204.7,66,55.85,19718.68,13,275,209.82
Sand Tiger Shark,3.08,3.11,174.86,323.17,15,21.87,3005.75,8,215,45.36
Great White Shark,4.13,5.82,1163.15,2396.02,77,55.91,16987.21,13,313,219.81
Sand Tiger Shark,2.84,3.39,150.13,279.37,13,24.66,3265.21,9,192,49.27
Great White Shark,4.24,6.89,1141.3,2369.17,64,54.14,16544.04,13,314,191.86
Sand Tiger Shark,3.22,3.01,175.39,297.23,15,24.96,2905.21,9,202,47.05
Great White Shark,4.86,5.82,1135.89,1998.84,68,58.36,17696.85,13,317,186.2
Sand Tiger Shark,2.9,3.14,152.79,270.64,16,24.65,2974.43,8,205,47.64
Great White Shark,4.28,6.34,1076.72,2145.23,77,51.92,18305.75,13,329,200.0
Sand Tiger Shark,3.07,3.32,172.88,307.54,16,24.88,3274.61,9,181,50.03
Great White Shark,4.64,6.9,1209.39,2415.17,77,51.36,16607.67,11,319,194.96
Sand Tiger Shark,2.88,3.22,156.03,303.01,16,21.69,3270.31,9,196,45.88
Great White Shark,4.55,6.22,1056.47,2283.58,66,50.6,16540.89,10,300,216.38
Sand Tiger Shark,2.88,3.43,172.48,270.92,15,22.54,3105.1,9,194,50.41
Great White Shark,4.17,6.96,1136.45,2414.79,68,50.42,18825.15,12,323,190.97
Sand Tiger Shark,3.14,3.06,171.03,287.92,15,26.39,2921.23,9,195,52.84
Great White Shark,4.66,6.13,1027.3,2008.44,65,53.13,19059.46,13,277,203.63
Sand Tiger Shark,3.0,3.52,161.94,289.78,14,25.09,2932.74,8,216,46.14
Great White Shark,4.36,5.94,1016.18,2216.13,72,57.97,19132.42,10,320,196.14
Sand Tiger Shark,3.18,2.99,175.11,321.45,13,24.81,3297.85,8,202,47.32
Great White Shark,4.07,6.98,1186.22,2004.49,63,57.42,19305.3,11,305,199.67
Sand Tiger Shark,2.97,3.2,159.11,322.66,14,22.73,3048.23,9,195,48.58
Great White Shark,4.9,6.43,1159.54,1995.51,66,53.47,19166.43,10,308,198.1
Sand Tiger Shark,3.05,3.34,145.61,315.36,15,24.05,3249.38,9,181,45.48
Great White Shark,4.58,6.3,1160.95,2233.05,77,52.19,17453.29,12,323,218.37
Sand Tiger Shark,3.02,3.0,168.72,315.95,16,22.75,2729.83,9,195,47.23
Great White Shark,4.07,6.06,1154.99,2245.17,74,50.65,16445.14,10,325,187.92
Sand Tiger Shark,3.08,3.42,148.28,282.35,14,24.34,2851.58,9,197,51.0
Great White Shark,4.66,6.34,1176.16,2224.98,70,59.94,17545.55,10,308,189.85
Sand Tiger Shark,2.91,3.21,146.06,277.31,13,23.99,2769.65,8,182,48.7
Great White Shark,4.1,6.39,1087.6,2199.66,70,57.13,19275.31,12,308,210.79
Sand Tiger Shark,2.96,3.38,157.03,294.53,14,21.85,3104.07,8,219,52.27
Great White Shark,4.4,6.61,1055.18,2008.87,72,53.25,18506.76,10,280,205.66
Sand Tiger Shark,3.05,3.3,161.59,314.95,13,24.39,2967.45,9,215,50.45
Great White Shark,4.08,6.74,1173.06,2379.74,67,50.52,17002.04,13,281,213.45
Sand Tiger Shark,3.23,3.37,148.75,319.2,16,24.53,2907.36,9,194,52.19
Great White Shark,4.14,6.12,1003.0,2263.01,66,54.2,18928.76,13,287,215.38
Sand Tiger Shark,3.07,3.51,167.13,290.23,13,25.73,3219.6,8,191,48.89
Great White Shark,4.44,6.06,1113.35,2004.8,72,51.51,16687.02,11,281,185.14
Sand Tiger Shark,2.73,3.14,170.42,301.57,15,22.34,2967.55,9,199,46.66
Great White Shark,4.26,6.69,1109.17,2127.11,72,58.44,19077.29,12,320,184.35
Sand Tiger Shark,3.22,3.37,166.03,307.21,13,25.86,2758.0,9,212,54.6
Great White Shark,4.8,6.09,1125.19,2109.36,65,60.6,17760.55,10,303,209.01
Sand Tiger Shark,3.11,3.01,175.83,270.18,13,22.99,2770.26,9,212,50.65
Great White Shark,4.2,6.33,1074.7,2147.7,71,56.3,19242.56,11,288,213.55
Sand Tiger Shark,2.87,3.13,175.69,316.79,15,25.0,2732.72,8,208,52.44
Great White Shark,4.31,6.4,1002.41,2282.38,69,54.4,16559.03,10,326,197.28
Sand Tiger Shark,3.07,3.5,162.76,282.33,15,22.9,3009.29,9,184,52.53
Great White Shark,4.07,6.24,1038.94,2104.08,71,61.35,16981.97,12,301,186.18
Sand Tiger Shark,2.87,3.08,159.44,321.42,16,21.64,3215.68,9,203,47.56
Great White Shark,4.45,5.97,1104.13,2062.35,66,51.43,17055.24,13,328,210.12
Sand Tiger Shark,3.26,2.9,175.97,302.54,14,25.49,3124.01,9,220,54.29
Great White Shark,4.06,6.36,1098.69,2071.91,77,54.49,18280.91,13,270,208.41
Sand Tiger Shark,3.3,2.9,160.89,288.79,14,22.65,2962.41,9,185,49.97
Great White Shark,4.39,6.24,1156.44,2335.97,66,56.14,17757.2,12,282,208.18
Sand Tiger Shark,2.95,3.37,158.91,313.33,13,24.8,3155.64,8,190,52.84
Great White Shark,4.81,6.41,1152.93,2339.31,71,50.96,18076.5,12,326,218.74
Sand Tiger Shark,2.74,3.08,157.86,275.68,13,26.0,3240.86,9,205,45.87
Great White Shark,4.64,6.98,1040.57,2205.02,71,59.61,19260.04,12,330,212.96
Sand Tiger Shark,3.27,3.17,161.07,280.14,13,24.12,2737.15,9,214,49.19
Great White Shark,4.87,5.92,1051.32,2358.6,66,50.84,17207.13,12,300,194.33
Sand Tiger Shark,3.13,3.26,169.5,304.38,14,22.1,3209.42,9,199,47.98
Great White Shark,4.89,6.78,1047.46,2127.88,64,58.27,16586.0,12,299,211.42
Sand Tiger Shark,2.7,3.41,156.57,324.06,14,25.65,2893.28,8,208,47.77
Great White Shark,4.85,6.91,1164.52,2152.87,77,57.13,17372.71,12,272,212.53
Sand Tiger Shark,2.74,3.15,147.6,280.47,15,23.29,3130.18,8,214,52.3
Great White Shark,4.16,6.72,1074.89,2209.71,76,55.25,18941.79,10,279,184.01
Sand Tiger Shark,3.15,3.08,159.72,316.08,16,26.34,3204.5,8,201,45.68
Great White Shark,4.1,6.02,1161.06,2300.41,69,53.3,18115.82,11,280,203.14
Sand Tiger Shark,2.93,3.48,173.33,299.08,15,24.71,2750.82,9,188,53.14
Great White Shark,4.38,6.31,1078.65,2262.26,72,54.9,17058.85,13,319,209.92
Sand Tiger Shark,3.23,3.4,162.03,289.03,14,23.71,2759.54,9,188,50.65
Great White Shark,4.19,6.41,1064.84,2304.23,67,60.42,18779.64,13,280,210.08
Sand Tiger Shark,2.76,3.08,159.2,272.99,16,22.94,3138.12,9,205,49.66
Great White Shark,4.85,5.85,1154.47,2304.21,63,61.1,16946.5,12,317,191.45
Sand Tiger Shark,3.28,3.05,153.92,323.09,15,25.43,3173.44,9,215,52.83
Great White Shark,4.05,6.23,1048.39,2251.84,71,59.7,19535.07,12,272,207.98
Sand Tiger Shark,2.99,2.93,159.71,291.77,16,24.7,2866.74,9,195,54.31
Great White Shark,4.73,6.52,1009.11,2376.09,68,51.04,17975.21,13,283,207.17
Sand Tiger Shark,2.95,3.45,168.15,322.9,16,25.52,3117.78,8,219,46.04
Great White Shark,4.75,5.89,1170.04,2273.01,74,52.85,18703.79,12,294,187.27
Sand Tiger Shark,3.13,3.0,148.37,281.54,15,23.96,3214.96,8,180,52.74
Great White Shark,4.15,6.38,1007.91,2099.17,75,58.93,18411.48,11,309,191.96
Sand Tiger Shark,3.25,3.03,164.16,325.52,15,23.7,2958.24,8,217,53.31
Great White Shark,4.79,6.02,1099.81,2403.26,72,57.78,18275.26,11,311,190.87
Sand Tiger Shark,2.76,3.14,157.76,295.82,13,22.99,2989.05,8,212,47.26
Great White Shark,4.87,5.93,1198.51,2005.35,75,51.48,16753.37,12,274,216.43
Sand Tiger Shark,2.77,3.2,144.88,281.46,16,23.09,3031.95,8,208,48.6
Great White Shark,4.15,6.5,991.98,1991.71,65,50.66,16856.02,12,284,211.93
Sand Tiger Shark,2.8,3.26,175.34,295.33,14,26.38,3251.26,9,207,53.3
Great White Shark,4.51,6.53,1161.63,1986.35,74,59.54,16617.59,11,311,216.2
Sand Tiger Shark,3.09,3.15,165.93,316.36,14,23.49,2990.72,9,185,50.84
Great White Shark,4.93,7.02,1138.42,2087.67,65,58.67,19037.0,13,292,185.51
Sand Tiger Shark,3.0,3.5,173.69,271.37,15,26.32,2700.26,9,181,50.03
Great White Shark,4.21,5.88,1036.81,2349.09,72,52.43,18207.48,11,279,211.59
Sand Tiger Shark,2.78,3.08,150.66,285.11,15,22.3,3264.12,8,189,53.51
Great White Shark,4.12,6.2,1096.59,2394.26,63,51.56,16450.55,12,300,204.26
Sand Tiger Shark,3.02,3.34,147.58,310.97,13,22.42,2920.13,8,210,53.38
Great White Shark,4.2,6.5,1121.66,1985.11,65,53.58,16956.39,13,287,183.65
Sand Tiger Shark,2.75,3.4,157.77,270.35,14,25.9,3225.83,9,196,46.61
Great White Shark,4.44,6.38,1014.64,2389.7,69,53.56,17241.15,10,311,218.08
Sand Tiger Shark,3.18,2.94,172.72,277.15,15,22.24,2996.43,9,195,45.45
Great White Shark,4.07,6.7,1066.55,2074.41,69,52.14,18547.86,10,312,199.08
Sand Tiger Shark,3.26,3.13,157.2,311.33,13,24.85,3151.4,8,185,54.26
Great White Shark,4.9,6.15,1159.0,2395.96,73,61.56,16634.04,13,311,193.77
Sand Tiger Shark,2.91,3.22,173.06,314.04,16,21.94,3110.14,8,186,54.27
Great White Shark,4.72,5.78,1051.84,2104.3,75,54.11,18056.1,11,319,203.05
Sand Tiger Shark,3.26,2.9,154.96,293.78,15,25.25,3095.84,8,212,45.37
Great White Shark,4.57,6.78,1171.43,2154.46,70,60.31,19264.34,10,281,203.11
Sand Tiger Shark,2.8,3.36,164.16,305.88,15,23.16,3271.86,9,212,47.05
Great White Shark,4.2,5.92,1042.39,2101.07,69,53.31,19338.65,12,318,212.13
Sand Tiger Shark,2.72,2.96,159.25,312.03,13,24.42,3228.83,8,183,52.08
Great White Shark,4.22,5.97,1031.06,2116.26,65,55.14,18839.64,13,297,195.42
Sand Tiger Shark,3.02,3.04,165.24,318.93,15,24.74,2751.36,8,195,52.04
Great White Shark,4.6,6.81,1201.39,2334.18,72,59.29,16967.12,10,285,182.12
Sand Tiger Shark,3.03,3.3,158.78,270.66,13,25.83,3192.62,9,216,51.38
Great White Shark,4.07,6.31,1165.9,2381.44,67,60.9,17271.13,11,326,209.45
Sand Tiger Shark,3.07,3.35,170.8,271.14,13,25.15,3064.73,9,189,45.55
Great White Shark,4.85,6.28,1203.38,2064.55,71,52.23,16615.9,10,328,182.3
Sand Tiger Shark,2.78,3.23,169.13,327.72,16,23.36,2949.5,9,205,50.96
Great White Shark,4.19,6.0,1085.73,2332.08,68,60.5,18043.87,13,290,212.36
Sand Tiger Shark,3.17,3.22,172.46,313.23,16,26.09,3019.2,8,184,51.21
Great White Shark,4.25,6.01,1064.41,2326.53,70,59.1,19502.08,13,285,181.81
Sand Tiger Shark,3.19,3.16,149.56,272.27,15,23.73,3101.2,9,203,47.32
Great White Shark,4.67,6.17,994.47,2138.61,64,59.18,17148.83,13,319,211.41
Sand Tiger Shark,2.7,3.23,165.24,308.27,14,25.74,2738.34,8,206,46.09
Great White Shark,4.17,6.1,1098.11,2145.96,70,54.06,18905.36,10,292,180.8
Sand Tiger Shark,2.94,3.07,154.49,320.76,15,26.3,3125.9,9,180,45.1
Great White Shark,4.4,6.38,1152.14,1991.29,63,54.6,17000.59,13,321,211.75
Sand Tiger Shark,2.86,3.34,164.01,278.95,15,21.85,3142.59,9,181,46.38
Great White Shark,4.4,7.0,1110.79,2370.0,63,61.39,17839.68,11,280,192.93
Sand Tiger Shark,2.71,2.98,166.84,289.11,16,22.95,2740.84,8,217,47.76
Great White Shark,4.23,6.57,1092.59,2075.53,63,50.88,17597.22,12,311,196.15
Sand Tiger Shark,3.21,3.38,151.57,294.03,16,23.96,3063.95,8,207,51.85
Great White Shark,4.23,5.82,1083.57,2029.23,72,55.1,16415.96,10,289,198.12
Sand Tiger Shark,3.09,3.23,149.62,328.98,13,23.58,2743.6,8,212,47.4
Great White Shark,4.56,6.68,1051.83,2348.38,69,58.1,17089.55,13,323,218.36
Sand Tiger Shark,3.03,3.11,162.27,312.49,16,22.43,3024.09,8,190,51.17
Great White Shark,4.2,6.01,1125.4,2077.44,63,56.58,16494.32,10,322,208.55
Sand Tiger Shark,2.95,3.04,154.06,309.17,13,24.59,2934.38,9,216,48.49
Great White Shark,4.15,6.93,1165.36,2112.4,63,51.35,17425.11,13,272,202.56
Sand Tiger Shark,2.9,2.93,168.85,270.45,13,22.73,2889.42,8,191,50.99
Great White Shark,4.29,6.69,1027.93,2306.61,64,55.19,18959.72,11,297,185.79
Sand Tiger Shark,2.97,3.31,165.81,314.95,15,23.6,3164.05,8,186,47.34
Great White Shark,4.77,6.86,1087.56,2412.89,77,53.89,18140.88,13,278,184.78
Sand Tiger Shark,3.3,3.05,161.1,290.74,13,25.3,3136.56,8,202,49.86
Great White Shark,4.41,6.19,1098.38,2418.33,66,58.69,17629.5,12,310,202.52
Sand Tiger Shark,2.98,2.98,170.19,283.36,16,23.46,2945.79,8,200,45.31
Great White Shark,4.86,6.39,1126.6,2295.21,77,54.87,18576.51,12,301,196.89
Sand Tiger Shark,3.02,3.21,147.53,294.77,14,25.57,2724.82,9,210,45.05
Great White Shark,4.13,5.89,1055.74,2096.24,66,56.98,16982.03,12,278,211.69
